categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Dessert-100-vegetal|Michel et Augustin|Super mousse|e|chocolat hoir 41.9 %, de l'ead de pois chiche, du bon lait de coco 21 %, un peu de sucre et c'est tout! Contient du soja|1205|16|28||4.4|0.25|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Dessert-au-lait-d-amande-et-chocolat|Andros|Gourmand & Végétal Le délice chocolat|c|Lait d'_amande_ 76%, sucre, chocolat noir 6%, amidon, poudre de cacao maigre, phosphates de calcium, épaississant: carraghénanes, sel|473|3.4|14|0|1|0.2||||||||||||0.12|||||0|en:milk,en:nuts,en:soybeans|E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes|
Dessert-vegetal|YA|YA avoine-haver myrtille|a|Jus d'avoine 86%, myrtille 7%, sucre de canne blond du brésil, amidon de manioc, ferments sélectionnés, gélifiant: agar agar|332|0.7|12|0|15|0.03|||||||||||||||||0||E406 - Agar-agar|
Desserts|Ancel,Dr. Œtker|Mon Flan Entremets Parfum Vanille|c|Sucre, amidon, gélifiant, arômes, sel, colorants.|365|1.5|13.9||3.2|0.2|||||||||||||||||0||E160a - Bêta-carotène,E160ai - Bêta-carotène,E160b - Rocou,E407 - Carraghénanes|
Desserts|Andros|Abricot Recette veloutée|b|abricots 50%, pêches 27%, sucre, eau, amidon, gélifiant : pectine de fruits, arôme naturel, correcteur d'acidité : citrate de calcium, antioxydant : acide ascorbique.|397|0.2|22|1.6|0.6|0|||||0.012||||||||||||0||E300 - Acide ascorbique,E333 - Citrates de calcium,E440 - Pectines,E440i - Pectine|
Desserts|Andros|L’Onctueux intensément framboise|a|framboises 42%, pommes 42%, Sucre, amidon, gélifiant : pectines de fruits, correcteur d'acidité : citrates de calcium, antioxydant : acide ascorbique.|368|0.3|18|3.3|0.7|0.02|||||||||||||||||0||E300 - Acide ascorbique,E333 - Citrates de calcium,E440 - Pectines|
Desserts|Andros|Pomme Fruits du Verger|a|Pommes 55 %, fruits du verger 37 %, sucre, fibres de citron, antioxydant : acide ascorbique.|318|0.2|17|1.9|0.4|0|||||0.012||||||||||||0||E300 - Acide ascorbique|
Desserts|Andros|Pomme Nature|a|Pommes 89%, sucre, antioxydant : acide ascorbique|360|0.1|20|1.7|0.3|0|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Andros|Dessert Fruitier Pomme Banane Fraise|a|Pommes 68.2 %, bananes 20 %, fraises 11 %, jus concentré de citron, jus concentré d'acérola.|218|0.2|11|2.2|0.5|0|||||||||||||||||0|||
Desserts|Andros|Dessert Fruitier - Pomme Citron|a|Pommes 79%, citrons 15%, sucre, antioxydant : acide ascorbique.|329|0.3|18|1.3|0.1|0|||||0.024||||||||||||0||E300 - Acide ascorbique|
Desserts|Andros|Délice en morceaux Pêche|a|pêches 91%, sucre, gélifiant : pectine de fruits, correcteur d'acidité : citrate de calcium, antioxydant : acide ascorbique.|323|0.2|17|2|0.6|0|||||0.012||||||||||||0||E300 - Acide ascorbique,E333 - Citrates de calcium,E440 - Pectines,E440i - Pectine|
Desserts|Andros|Morceaux moelleux|b|Abricots 79 %, sucre, gélifiant : pectine de fruits, antioxydant : acide ascorbique, correcteur d'acidité : citrate de calcium.|410|0.3|22|1.7|0.9|0.03|||||||||||||||||0||E300 - Acide ascorbique,E333 - Citrates de calcium,E440 - Pectines,E440i - Pectine|
Desserts|Andros|Liégeois de fruits  Pomme Mangue sur Coulis de Passion|c|Fruits 69.7 %_crème_ fraîche 19 %, sucre 8.6 %, amidon, épaississant : pectine de fruits, correcteur d'acidité : citrate de sodium, antioxydant : acide ascorbique.|569|6.9|16|1.4|0.8|0.03|||||||||||||||||0|en:milk|E300 - Acide ascorbique,E331 - Citrates de sodium,E440 - Pectines,E440i - Pectine|
Desserts|Andros|Gourmand et Végétal|c|Lait de coco allégé 58.6%, eau, sucre, amidon modifié de tapioca, orange 4.6%, jus d'orange 4.3%, jus de carotte 3.6%, protéines de pois, amidon, phosphates de calcium, arôme naturel, jus concentré de citron, jus concentré de carotte, épaississant : gomme guar, sel, ferments, arôme naturel d'orage, vitamine E, vitamine A, vitamine C.|389|3|9.8||0.4|0.1|0.00012||0.0018||0.012||||||||||||0||E14XX - Amidons modifiés,E307 - Alphatocophérol,E412 - Gomme de guar|
Desserts|Andros|Andros pomme abricot ssa|a|Pommes69.9% abricots 30%, jus concentré d'acérola.|234|0.2|12||0.5|0|||||||||||||||||0|||
Desserts|Andros|Dessert fruitier pomme cassis|a|pommes, cassis, sucre, antioxydant : acide ascorbique|301|0.3|16|1.9|0.4|0|||||0.012||||||||||||0||E300 - Acide ascorbique|
Desserts|Andros|Dessert fruitier Pomme Poire|a|pommes 54.8%, poires 45%, jus de d'acérola.|201|0.2|10|2.4|0.3|0|||||||||||||||||0|||
Desserts|Annie Lagarrigue|Riz au Lait Vanille Bourbon|c|_Lait_ entier* 61 %, _crème_*, riz* 10 %, sirop de blé*, sucre de canne non raffiné*, jaune d'_œuf_* 5 %, extrait naturel de vanille Bourbon* 0.8 %. * : Issus de l'agriculture biologique.|720|8|12.3||3.8|0.0899999999999999|||||||||||||||||0|Lait, crème, œuf||
Desserts|Auchan|Gâteau De Riz saveur Vanille|c|_Lait_ entier, sucre, riz rond de Camargue 10.4%, _œuf_ entiers extra-frais, caramel 6%, crème, arôme vanille, amidon de riz, sel.|672|4|18||3.6|0.13|||||||||||||||||0|Lait, œuf, lait|E14XX - Amidons modifiés,E415 - Gomme xanthane,E440 - Pectines,E440i - Pectine|
Desserts|Auchan|L'Instant Douceur Vanille|c|_Lait_ entier, crème, protéines de _lait_.|536|8|9.8||2.4|0.1|||||||||||||||||0|Lait, lait, lait, lait, lait|E412 - Gomme de guar|
Desserts|Auchan|Crème Caramel|c|_Lait_ demi-écrémé, sucre, _œuf_ entiers extra-frais 10.1 %, caramel 8.7 %, jaune d'_œuf_ extra-frais 6.4 %, _lait_ écrémé en poudre, arômes.|588|4|20.5||5.2|0.13|||||||||||||||||0|Lait, œuf, œuf, lait|E14XX - Amidons modifiés,E415 - Gomme xanthane,E440 - Pectines,E440i - Pectine|
Desserts|Auchan|Petit Suisse Nature|b|Fromage frais au _lait_ entier pasteurisé, conservateur : sorbate de calcium.|552|9.2|3.4||9|0.1|||||||||||||||||0|lait|E203 - Sorbate de calcium|
Desserts|Auchan|Palets bretons pur beurre|e|Farine de _blé_, _beurre_ pâtissier 26.5%, sucre, _œufs_, diphosphate disodique, carbonate acide de sodium, sel, lécithine de _soja_.|2167|27|25|1.5|6|0.6|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:soybeans|E160a - Bêta-carotène,E160ai - Bêta-carotène,E322 - Lécithines,E322i - Lécithine,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Desserts|Auchan|Pot crème vanille|c|_Lait_ entier, crème17%, sucre, _œufs_ entiers extra-frais 5%, _lait_ écrémé en poudre, amidon modifié de manioc ; épaississants : cellulose, gomme de cellulose ; arôme, gélifiant : carraghénanes, colorant : beta carotène. |623|7.5|12.1||3.5|0.2|||||||||||||||||0|Lait, lait, œufs, lait|E14XX - Amidons modifiés,E160a - Bêta-carotène,E160ai - Bêta-carotène,E407 - Carraghénanes,E460 - Celluloses,E466 - Carboxyméthylcellulose|
Desserts|Auchan|Liégeois saveur Vanille sur lit de Caramel |d|_Lait_ écrémé, crème26 %, caramel 10 %, sucre, amidon modifié de maïs, lactose, gélifiants : carraghénanes, gomme de guar, protéines de _lait_, gélatine de porc, arômes, émulsifiant : esters lactiques de mono - et diglycérides d'acides gras, colorants : rocou, caramel ordinaire.|708|7.9|20||2.5|0.1|||||||||||||||||0|Lait, lait, lait, lait|E14XX - Amidons modifiés,E150a - Caramel E150a,E160b - Rocou,E407 - Carraghénanes,E412 - Gomme de guar,E415 - Gomme xanthane,E428 - Gélatine,E440 - Pectines,E440i - Pectine|
Desserts|Auchan|Crème caramel aux oeufs extra-frais|c|_Lait_ demi-écrémé, sucre, _œufs_ entiers extra-frais 10.1 %, caramel 8.7 %, jaune d'_œuf_ extra-frais 6.4 %, _lait_ écrémé en poudre, arômes.|586|4|20.5||5.2|0.13|||||||||||||||||0|Lait, œufs, œuf, lait|E14XX - Amidons modifiés,E415 - Gomme xanthane,E440 - Pectines,E440i - Pectine|
Desserts|Auchan|Crème Dessert Saveur Café|c|Lait entier, sucre, amidon modifié de manioc, arôme, sirop de glucose, extrait de café 0.3%, gélifiant : carraghénanes, poudre de babeurre, correcteur d'acidité : hydroxyde de sodium, colorant : caramel E150c, sel.|435|2.8|14.8|0|2.7|0.16|||||||||||||||||0|Lait, lait|E14XX - Amidons modifiés,E150c - Caramel ammoniacal,E407 - Carraghénanes,E524 - Hydroxyde de sodium|
Desserts|Auchan|Crème dessert vanille bio|c|Lait écrémé*, crème*, sucre de canne, amidon de riz, poudre de lait écrémé* , arôme naturel de vanille ; épaississant : carraghénanes ; extrait de carotte, extrait' de pomme.|523|6|13|0|2.8|0.1|||||||||||||||||0|en:milk|E407 - Carraghénanes|
Desserts|Auchan|Coco sur lit de mangue & passion aromatisée|d|Lait de coco 69.7 %, sucre, purée de mangues 7 %, cubes de mangues 4 %, purée de fruits de la passion avec pépins 3 %, amidon de riz, amidon de manioc, amidon de maïs, jus de citron concentré, gélifiant : pectines, conservateur : sorbate de potassium, arôme naturel de noix de coco, arômes naturels.|808|13|12|0.5|1.2|0.03|||||||||||||||||0||E202 - Sorbate de potassium,E440 - Pectines|
Desserts|Auchan|compote pommes poires kiwis|a|Pommes 40%, poires 23%, kiwis 23%, sucre de canne, antioxydant : acide ascorbique.  |451|0.4|22|2.5|0.5|0.00508|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Auchan|Petit Pot de Crème aux Œufs Extra-frais au Café|c|_Lait_ entier, crème18 %, sucre, _œufs_ entiers extra-frais 5 %, _lait_ écrémé en poudre, amidon modifié de manioc, arôme naturel de café 1 %, extrait de café 0.7 % ; épaississants : cellulose, gomme de cellulose ; gélifiant : carraghénanes.|623|7.5|14.4||3.4|0.22|||||||||||||||||0|Lait, lait, œufs, lait|E14XX - Amidons modifiés,E407 - Carraghénanes,E460 - Celluloses,E466 - Carboxyméthylcellulose,E524 - Hydroxyde de sodium|
Desserts|Auchan|flan nappé caramel|c|Lait écrémé, crème, sucre de canne, caramel 6%, amidon de riz, arôme naturel de vanille, épaississant : carraghénanes.|477|3.6|16.4||2.7|0.254|||||||||||||||||0|en:milk|E407 - Carraghénanes,E415 - Gomme xanthane|
Desserts|Auchan|Semoules au lait|c|Lait, sucre*, semoule de blé dur5.9%. *ingrédients issus de l'agriculture biologique|444|3.2|10.8||3.3|0.1|||||||||||||||||0|en:gluten,en:milk||
Desserts|Auchan Bio,Auchan|Compote de pomme|a|Purée de pommes 96.6%, sucre de canne, antioxydant : acide ascorbique|293|0.5|13.5||0.5|0.1|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Auchan,Auchan Bio|Spécialité Pomme Fraise-Myrtille Bio|a|Pommes*77%, purée de fraises* 20%, purée de myrtilles* 3%, antioxydant :  acide ascorbique. *ingrédients issus de l'agriculture biologique.|276|0.5|12.5||0.5|0.1|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Baccara|Desserts Et Spécialité De Fruits|a|Pomme: Purée de pommes 92% sucre, antioxydant: acide ascorbique. Pomme-Fraise:  Purée de pommes 65%, purée de fraises 25%, sucre, purée de cassis, antioxydant: acide ascorbique. Pomme-Poire: Purée de pommes 64.3%, purée de poire 27.9%, sucre, antioxydant: acide ascorbique. Pomme-Abricot: Purée de pommes 67.8%, puree d'abricots 24%, sucre, arôme naturel, antioxydant: acide ascorbique.|318|0.2|18|0|0.25|0|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Beillevaire|Blanc Manger Coco|d|Eau, _lait_ concentré sucré, crème de noix de coco 26 %, gélatine, conservateur: sorbate de potassiunm.|732|8|20||4.7|0.13|||||||||||||||||0|Lait, lait, lait|E202 - Sorbate de potassium,E428 - Gélatine|
Desserts|Beillevaire|Riz au Lait au Caramel Salé à la Fleur de Sel|c|Riz au _lait_ 76 %, caramel 24 %, conservateur.|682|6.6|17||2.8|0.35|||||||||||||||||0|lait, lait, crème|E202 - Sorbate de potassium,E428 - Gélatine|
Desserts|Beillevaire|Riz au Lait à l’Ancienne|c|_Lait_ entier rond 82 %, riz 9.1 %, vanille gousse, conservateur.|460|3.7|9||3.1|0.13|||||||||||||||||0|Lait|E202 - Sorbate de potassium|
Desserts|Belle France|Gâteau de Semoule|c|_Lait_ entier, sucre, _oeufs_ extra-frais, caramel, semoule de _blé_ dur, raisins à l'Armagnac, arôme vanille, amidon de _blé_, amidon transformé de pomme de terre, épaississants : gomme xanthane, pectine de fruits.|595|2.9|18|0|3.9|0.1|||||||||||||||||0|Gluten,Œufs,Lait, Lait, oeufs, blé, blé|E14XX - Amidons modifiés,E415 - Gomme xanthane,E440 - Pectines,E440i - Pectine|
Desserts|Belle France|Flan nappé de caramel|c|_Lait_ à 1.1% de MG, sucre, caramel, fécule de pomme de terre, poudre de _lactose_, gélifiant : carraghénanes, arôme vanille, colorant : rocou.|402|0.8|18.4|0.2|2.4|0.14|||||||||||||||||0|en:milk|E14XX - Amidons modifiés,E160b - Rocou,E407 - Carraghénanes,E415 - Gomme xanthane,E440 - Pectines,E440i - Pectine|
Desserts|Bernard Gaborit|Flan Vanille Caramel|c|_Lait_ demi-écrémé de vaches Jersiaises* Caramel liquide 7.5%*  Sucre de canne roux non raffiné* Amidon de Maïs*  Extrait de vanille de Madagascar 0.5%* Extrait d’algue marine|464|3.67|14.34||3.43|0.2|||||||||||||||||0|en:milk|E407 - Carraghénanes|
Desserts|Bernard Gaborit|Cafeneige|c|_Lait_ entier de vaches Jersiaises*, crème Chantillyde vache Jersiaises 13%, extrait de café 5%* , sucre de canne roux non rafﬁné*, amidon de maïs*, extrait de vanille de Madagascar*, extrait d'algue marine* Ingrédients issus de l'agriculture biologique|628|9.9|8.39||3.25|0.16|||||||||||||||||0|Lait, lait|E407 - Carraghénanes|
Desserts|Bernard gaborit|Riz au Lait de Brebis|c|_LAIT_ ENTIER DE BREBIS DE L'AVEYRON, *RIZ LONG DE CAMARGUE, *SUCRE DE CANNE ROUX NON RAFFINE, *EXTRAIT DE VANILLE DE MADAGASCAR.|569|5.93|9.02|0|5.24|0.25|||||||||||||||||0|LAIT, LAIT||
Desserts|Bernard gaborit,Gaborit|Riz Au Lait X2|c|lait entier de vaches jersiaises 83 % * riz long de Camargue 10%* sucre de canne roux non raffiné *  Extrait de vanille bio de Madagascar   *Ingrédients d'origine agricole issus de l'Agriculture Biologique.|515|4.4|8.04|0|3.94|0.26|||||||||||||||||0|||
Desserts|Bio Village,Marque Repère|Pomme sans sucres ajoutés|a|Purée de pommes 99.9 %, antioxydant : acide ascorbique.|201|0.5|11|1.8|0.5|0.01|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Bio Village,Marque Repère|Petits Pots de Crème Vanille|c|_Lait_ entier*55 %, sucre de canne*, _crème_*10%, _œufs_ entiers frais* 9.5 jaunes d'_œufs_ frais* 7 %, _lait_ écrémé en poudre*, amidon de riz* , arôme naturel de vanille. *Ingrédients issus de l'agriculture biologique.|707|8|17||5.2|0.13|||||||||||||||||0|Lait, crème, œufs, œufs, lait|E103 - Jaune chrysoïne|
Desserts|Bio Village,Marque Repère|Compote pomme fraises|a|Purée de pommes 73 %, purée de fraises 25 %, jus concentré de cassis, antioxydant : acide ascorbique.|222|0.1|11|1.7|0.5|0|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Bio Village,Marque Repère|Compote pomme poire|a|Purée de pommes* 59%, purée de poires* 40%, antioxydant : acide ascorbique. *Ingrédients issus de l'agriculture biologique.|234|0.5|12|2.1|0.5|0.01|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Biocoop|Purée de Pommes Sans Sucres Ajoutés|a|Pommes issues de l'agriculture biologique.|226|0.1|10.6|2|0.2|0|||||||||||||||||0|||
Desserts|Biocoop|Compote De Pomme Allegee En Sucre|a|Purée de pommes* 97.26%. sucre de canne roux* 2.7%. antioxydant : acide ascorbique. |297|0.6|14.3|1.4|0.3|0|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Biocoop|Purée Pomme Banane|a|pommes* 70 %, bananes* 30 %, antioxydant : acide ascorbique. *Ingrédients issus de l'agriculture biologique,|247|0.1|11.5|2|0.6|0|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Biocoop|Purée Pomme sans sucre ajouté|a|Purée de pommes 99.95%, antioxydant : acide ascorbique|264|0.6|10.4|1.4|0.3|0.003|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Biocoop|Purée pomme poire|a|purée de pommes* 54.95%, purée de poires* 45%, antioxydant : acide ascorbique. *Ingrédients issus de l'agriculture biologique.|276|0.5|10.4|1.8|0.4|0.004|||||||||||||||||0||E300 - Acide ascorbique|
Desserts|Biocoop,Biocoop|Purée Pommes Fruits Rouges|a|Pommes 80%, cassis 10%, groseilles 5%, griottes 5%.|257|0.05|9.8|2|0.3|0.01|||||||||||||||||0|||
Desserts|Bjorg|Fourrés Chocolat Lait Noisette Bio|e|Farine de blé*, chocolat au lait*, farine de blé complet*, sucre de canne roux non raffiné*, huile de tournesol oléique*, noisettes hachées grillées*, poudres à lever : carbonates d'ammonium et de sodium, extrait d'algue, sel marin non raffiné, arôme naturel de noisette et autres arômes naturels, lait écrémé en poudre*, épaississant : gomme d’acacia*, antioxydant : extrait de romarin*. *ingrédients d'origine agricole obtenus selon les règles de la production biologique.  |2163|27|25|3.5|8.8|0.71|||||||||||||0.062||0.003||0||E392 - Extrait de romarin,E414 - Gomme d'acacia,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Desserts|Bjorg|Douceur Végétale Amande Caramel|b|Eau, sirop de caramel*,amidon de maïs cireux•, sucre de canne*, _amandes* 1.7 %, huile de coco•, arôme naturel*, sel. *Ingrédients biologiques.|305|2.5|7.7||0.6|0.05|||||||||||||||||0|||
Desserts|Bonne Maman|Moka|d|_Crème_ fraîche, _lait_ entier, sucre, eau, _oeufs_ entiers frais, jaune d'_oeufs_ frais, farine de _blé_, extraits et arômes naturels de café, _beurre_, fécules, gélifiant : pectine, poudre à lever|1105|17|17|0.4|4.1|0.2|||||||||||||||||0|Crème, lait, oeufs, oeufs, blé, beurre, gluten|E440 - Pectines,E440i - Pectine,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Desserts|Bonne Maman|Ma Semoule au lait Vanille naturelle|c|Lait entier frais 65%, fraîche, semoule de blé 5.5%, œufs entiers frais, sucre, sirop de sucre inverti, jaune d'œufs frais, extrait de vanille de Madagascar, graines de vanille épuisées.|657|7.5|13|0.2|4.2|0.1|||||||||||||||||0|||
Desserts|Bonne Maman|Semoule au Caramel|c|Semoule au _lait_ 88% : _Lait_ entier frais 62%, _crème_ fraîche, _oeufs_ entiers frais, sirop de sucre inverti, semoule de _blé_ 5.5%, sucre, extrait naturel de vanille, caramel 12%|711|6.4|20|0.2|3.8|0.12|||||||||||||||||0|lait, Lait, crème, oeufs, blé||
Desserts|Bonne Maman|Semoule Raisins au Rhum|c|_Lait_ entier frais 58%, _crème_ fraîche, sucre, eau, semoule de _blé_ 5%, _oeufs_ entiers frais, sirop de sucre inverti, raisins 3.4%, jaune d'_oeufs_ frais, rhum à 54° 0.8%, fécule, jus de citron concentré|651|6.7|15|0.3|3.9|0.1|||||||||||||||||0|Lait, crème, blé, oeufs, oeufs||
Desserts|Bonne Maman|Flan aux œufs frais au caramel|c|_Lait_ entier frais, _oeufs_ entiers frais 15%, caramel 10 %, sucre, jaune d'_oeufs_ frais|603|5|20|0|4.6|0.14|||||||||||||||||0|Lait, oeufs, oeufs||
Desserts|Bonne Maman|Compotée Bonne Maman Rhubarbe|b|Rhubarbe 80 %, sucre.|431|0.1|24|2|0.5|0|||||||||||||||||0|||
Desserts|Campagne de France|Liégeoise Cafe|c|_Lait_ entier, sucre, crème, amidon modifié, protéines de _lait_, amidon, café lyophilisé 0.58 %, épaississants E407. E412. colorant E150c, gélatine bovine, arôme, arôme naturel de vanille, émulsifiant: E472b, _lactose_ et minéraux du _lait_.|590|6.2|16||3|0.1|||||||||||||||||0|en:milk|E14XX - Amidons modifiés,E150c - Caramel ammoniacal,E407 - Carraghénanes,E412 - Gomme de guar,E428 - Gélatine,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Desserts|Campagne de France|Crème dessert Saveur vanille|c|_Lait_ écrémé, sucre, _crème_, eau, amidon modifié, arômes, correcteur d'acidité : citrates de sodium, épaississant : carraghénanes, colorant : rocou.|435|2.7|15.4||1.9|0.13|||||||||||||||||0||E14XX - Amidons modifiés,E160b - Rocou,E331 - Citrates de sodium,E407 - Carraghénanes|
Desserts|Carrefour|Pain d'épices au miel Bio|c|Sirop de sucre de canne inverti bio, farine de _seigle_ bio 35 %, _oeufs_ bio, miel bio 5.8 %, poudre à lever : carbonates de sodium, sel marin, cannelle bio 0.42 %, anis bio 0.17 %.|1340|1.9|42|6.1|4.6|0.7493|||||||||||||||||0|seigle, oeufs|E500 - Carbonates de sodium|
Desserts|Carrefour|Crème Liègoise Saveur Vanille|c|_Lait_ entier reconstitué76%, sucre, _crème_ 6.2%, amidon modifié de maïs, dextrose, cacao maigre 0.7%, amidon de maïs, gélatine bovine, arômes, émulsifiants : mono- et diglycérides d'acides gras, _lactose_ et protéines de _lait_, épaississants : carraghénanes, correcteur d'acidité : citrates de sodium, colorant : caroténoïdes, sel|586|5.6|15||3.1|0.1|||||||||||||||||0|Lait, lait, crème, crème, lactose, lait|E14XX - Amidons modifiés,E160 - Caroténoïdes,E331 - Citrates de sodium,E407 - Carraghénanes,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Desserts|Carrefour|Petits Suisses|b|_Lait_ écrémé et _crème_ pasteurisés, ferments _lactiques_, conservateur : sorbate de calcium.|590|10|3.5||8.3|0.1|||||||||||||||||0|Lait, crème, lactiques|E203 - Sorbate de calcium|
Desserts|Carrefour|Petits fromages frais riche en proteines|a|Lait écrémé et crème pasteurisés, poudre de lait écrémé, ferments lactiques, conservateur : sorbate de calcium.|364|3.8|4.1|0|9|0.1|||||||||||||||||0||E203 - Sorbate de calcium|
Desserts|Carrefour|Poire avec morceaux Dessert de fruits|a|Purée de poire 43%, poire 43%, sucre, gélifiant : pectines, antioxydant : acide ascorbique, correcteur d'acidité : acide citrique.|380|0|16|2.8|0|0.03|||||||||||||||||0||E300 - Acide ascorbique,E330 - Acide citrique,E440 - Pectines|
Desserts|Carrefour|Sablés choco lait-coco Carrefour|e|Céréales 47.1%, chocolat au lait 26%, graisse de palme, sucre, noix de coco râpée 7.4%, poudre à lever : carbonates d'ammonium et carbonates de sodium, sel, arôme, acidifiant : acide citrique, sirop de glucose de blé.|2146|26.4|27|4|6.9|0.762|||||||||||||||||1||E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Desserts|Carrefour|Spécialité de fruits pomme vanille|a|Purée de pommes 93 %, sucre, arôme naturel de vanille, antioxydant : acide ascorbique. Décor : graines de vanille épuisées.|313|0|16|1.7|0|0|||||||||||||||||0||E300 - Acide ascorbique|
